1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1438, none, terralith:hot_shrubland, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1439, none, terralith:hot_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1440, none, terralith:hot_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1441, none, nullscape:void_barrens, MONSTER, minecraft:enderman, 5, 4, 4
1442, none, terralith:white_cliffs, MONSTER, minecraft:spider, 80, 4, 4
1443, none, terralith:white_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
1444, none, terralith:white_cliffs, MONSTER, minecraft:zombie_villager, 5, 1, 1
1445, none, terralith:white_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
1446, none, terralith:white_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
1447, none, terralith:white_cliffs, MONSTER, minecraft:slime, 80, 4, 4
1448, none, terralith:white_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
1449, none, terralith:white_cliffs, MONSTER, minecraft:witch, 5, 1, 1
1450, none, terralith:white_cliffs, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1451, none, terralith:white_cliffs, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1452, none, terralith:white_cliffs, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1453, none, terralith:white_cliffs, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1454, none, terralith:white_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
1455, none, terralith:white_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1456, badlands, terralith:bryce_canyon, MONSTER, minecraft:spider, 80, 4, 4
1457, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie, 80, 4, 4
1458, badlands, terralith:bryce_canyon, MONSTER, minecraft:zombie_villager, 5, 1, 1
1459, badlands, terralith:bryce_canyon, MONSTER, minecraft:skeleton, 80, 4, 4
1460, badlands, terralith:bryce_canyon, MONSTER, minecraft:slime, 80, 4, 4
1461, badlands, terralith:bryce_canyon, MONSTER, minecraft:enderman, 5, 1, 4
1462, badlands, terralith:bryce_canyon, MONSTER, minecraft:witch, 5, 1, 1
1463, badlands, terralith:bryce_canyon, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1464, badlands, terralith:bryce_canyon, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
1465, badlands, terralith:bryce_canyon, CREATURE, friendsandfoes:mauler, 16, 1, 1
1466, badlands, terralith:bryce_canyon, CREATURE, balloonbox:balloon, 5, 1, 1
1467, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1468, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1469, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1470, badlands, terralith:bryce_canyon, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1471, badlands, terralith:bryce_canyon, AMBIENT, minecraft:bat, 10, 8, 8
1472, badlands, terralith:bryce_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1473, none, terralith:cave/tuff_caves, MONSTER, minecraft:spider, 80, 4, 4
1474, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie, 80, 4, 4
1475, none, terralith:cave/tuff_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1476, none, terralith:cave/tuff_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1477, none, terralith:cave/tuff_caves, MONSTER, minecraft:creeper, 80, 4, 4
1478, none, terralith:cave/tuff_caves, MONSTER, minecraft:slime, 80, 4, 4
1479, none, terralith:cave/tuff_caves, MONSTER, minecraft:enderman, 5, 1, 4
1480, none, terralith:cave/tuff_caves, MONSTER, minecraft:witch, 5, 1, 1
1481, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1482, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1483, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1484, none, terralith:cave/tuff_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1485, none, terralith:cave/tuff_caves, AMBIENT, minecraft:bat, 10, 8, 8
1486, none, terralith:cave/tuff_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1487, none, terralith:cave/deep_caves, MONSTER, minecraft:spider, 80, 4, 4
1488, none, terralith:cave/deep_caves, MONSTER, minecraft:zombie, 80, 4, 4
1489, none, terralith:cave/deep_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1490, none, terralith:cave/deep_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1491, none, terralith:cave/deep_caves, MONSTER, minecraft:creeper, 80, 4, 4
1492, none, terralith:cave/deep_caves, MONSTER, minecraft:slime, 80, 4, 4
1493, none, terralith:cave/deep_caves, MONSTER, minecraft:enderman, 5, 1, 4
1494, none, terralith:cave/deep_caves, MONSTER, minecraft:witch, 5, 1, 1
1495, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1496, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1497, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1498, none, terralith:cave/deep_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1499, none, terralith:cave/deep_caves, AMBIENT, minecraft:bat, 10, 8, 8
1500, none, terralith:cave/deep_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1501, none, terralith:rocky_shrubland, MONSTER, minecraft:spider, 80, 4, 4
1502, none, terralith:rocky_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
1503, none, terralith:rocky_shrubland, MONSTER, minecraft:zombie_villager, 5, 1, 1
1504, none, terralith:rocky_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
1505, none, terralith:rocky_shrubland, MONSTER, minecraft:slime, 80, 4, 4
1506, none, terralith:rocky_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
1507, none, terralith:rocky_shrubland, MONSTER, minecraft:witch, 5, 1, 1
1508, none, terralith:rocky_shrubland, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1509, none, terralith:rocky_shrubland, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1510, none, terralith:rocky_shrubland, CREATURE, minecraft:horse, 5, 2, 6
1511, none, terralith:rocky_shrubland, CREATURE, minecraft:donkey, 5, 1, 3
1512, none, terralith:rocky_shrubland, CREATURE, finsandtails:wherble, 5, 2, 6
1513, none, terralith:rocky_shrubland, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1514, none, terralith:rocky_shrubland, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1515, none, terralith:rocky_shrubland, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1516, none, terralith:rocky_shrubland, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1517, none, terralith:rocky_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1518, none, terralith:rocky_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1519, none, terralith:shield_clearing, MONSTER, minecraft:spider, 80, 4, 4
1520, none, terralith:shield_clearing, MONSTER, minecraft:zombie, 80, 4, 4
1521, none, terralith:shield_clearing, MONSTER, minecraft:zombie_villager, 5, 1, 1
1522, none, terralith:shield_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
1523, none, terralith:shield_clearing, MONSTER, minecraft:creeper, 80, 4, 4
1524, none, terralith:shield_clearing, MONSTER, minecraft:slime, 80, 4, 4
1525, none, terralith:shield_clearing, MONSTER, minecraft:enderman, 5, 1, 4
1526, none, terralith:shield_clearing, MONSTER, minecraft:witch, 5, 1, 1
1527, none, terralith:shield_clearing, CREATURE, minecraft:horse, 5, 2, 6
1528, none, terralith:shield_clearing, CREATURE, minecraft:donkey, 5, 1, 3
1529, none, terralith:shield_clearing, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1530, none, terralith:shield_clearing, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1531, none, terralith:shield_clearing, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1532, none, terralith:shield_clearing, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1533, none, terralith:shield_clearing, AMBIENT, minecraft:bat, 10, 8, 8
1534, none, terralith:shield_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1535, none, terralith:volcanic_crater, MONSTER, minecraft:spider, 80, 4, 4
1536, none, terralith:volcanic_crater, MONSTER, minecraft:zombie, 80, 4, 4
1537, none, terralith:volcanic_crater, MONSTER, minecraft:zombie_villager, 5, 1, 1
1538, none, terralith:volcanic_crater, MONSTER, minecraft:skeleton, 80, 4, 4
1539, none, terralith:volcanic_crater, MONSTER, minecraft:creeper, 80, 4, 4
1540, none, terralith:volcanic_crater, MONSTER, minecraft:slime, 80, 4, 4
1541, none, terralith:volcanic_crater, MONSTER, minecraft:enderman, 5, 1, 4
1542, none, terralith:volcanic_crater, MONSTER, minecraft:witch, 5, 1, 1
1543, none, terralith:volcanic_crater, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1544, none, terralith:volcanic_crater, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1545, none, terralith:volcanic_crater, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1546, none, terralith:volcanic_crater, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1547, none, terralith:volcanic_crater, AMBIENT, minecraft:bat, 10, 8, 8
1548, none, terralith:volcanic_crater, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1549, none, terralith:skylands_autumn, MONSTER, minecraft:spider, 80, 4, 4
1550, none, terralith:skylands_autumn, MONSTER, minecraft:zombie, 80, 4, 4
1551, none, terralith:skylands_autumn, MONSTER, minecraft:zombie_villager, 5, 1, 1
1552, none, terralith:skylands_autumn, MONSTER, minecraft:skeleton, 80, 4, 4
1553, none, terralith:skylands_autumn, MONSTER, minecraft:creeper, 80, 4, 4
1554, none, terralith:skylands_autumn, MONSTER, minecraft:slime, 80, 4, 4
1555, none, terralith:skylands_autumn, MONSTER, minecraft:enderman, 5, 1, 4
1556, none, terralith:skylands_autumn, MONSTER, minecraft:witch, 5, 1, 1
1557, none, terralith:skylands_autumn, MONSTER, minecraft:drowned, 5, 1, 1
1558, none, terralith:skylands_autumn, CREATURE, minecraft:goat, 5, 2, 3
1559, none, terralith:skylands_autumn, CREATURE, minecraft:fox, 5, 2, 3
1560, none, terralith:skylands_autumn, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1561, none, terralith:skylands_autumn, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1562, none, terralith:skylands_autumn, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1563, none, terralith:skylands_autumn, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1564, none, terralith:skylands_autumn, AMBIENT, minecraft:bat, 10, 8, 8
1565, none, terralith:skylands_autumn, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1566, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:squid, 5, 1, 4
1567, none, terralith:skylands_autumn, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1568, none, terralith:skylands_autumn, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1569, none, terralith:desert_spires, MONSTER, minecraft:spider, 80, 4, 4
1570, none, terralith:desert_spires, MONSTER, minecraft:zombie, 19, 4, 4
1571, none, terralith:desert_spires, MONSTER, minecraft:zombie_villager, 5, 1, 1
1572, none, terralith:desert_spires, MONSTER, minecraft:skeleton, 80, 4, 4
1573, none, terralith:desert_spires, MONSTER, minecraft:slime, 80, 4, 4
1574, none, terralith:desert_spires, MONSTER, minecraft:enderman, 5, 1, 4
1575, none, terralith:desert_spires, MONSTER, minecraft:witch, 5, 1, 1
1576, none, terralith:desert_spires, MONSTER, minecraft:husk, 80, 4, 4
1577, none, terralith:desert_spires, MONSTER, creeperoverhaul:desert_creeper, 75, 2, 2
1578, none, terralith:desert_spires, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1579, none, terralith:desert_spires, CREATURE, minecraft:rabbit, 5, 2, 3
1580, none, terralith:desert_spires, CREATURE, friendsandfoes:mauler, 8, 1, 1
1581, none, terralith:desert_spires, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1582, none, terralith:desert_spires, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1583, none, terralith:desert_spires, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1584, none, terralith:desert_spires, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1585, none, terralith:desert_spires, AMBIENT, minecraft:bat, 10, 8, 8
1586, none, terralith:desert_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1587, taiga, terralith:yellowstone, MONSTER, minecraft:spider, 80, 4, 4
1588, taiga, terralith:yellowstone, MONSTER, minecraft:zombie, 80, 4, 4
1589, taiga, terralith:yellowstone, MONSTER, minecraft:zombie_villager, 5, 1, 1
1590, taiga, terralith:yellowstone, MONSTER, minecraft:skeleton, 80, 4, 4
1591, taiga, terralith:yellowstone, MONSTER, minecraft:slime, 80, 4, 4
1592, taiga, terralith:yellowstone, MONSTER, minecraft:enderman, 5, 1, 4
1593, taiga, terralith:yellowstone, MONSTER, minecraft:witch, 5, 1, 1
1594, taiga, terralith:yellowstone, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
1595, taiga, terralith:yellowstone, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1596, taiga, terralith:yellowstone, CREATURE, minecraft:wolf, 8, 4, 4
1597, taiga, terralith:yellowstone, CREATURE, minecraft:rabbit, 5, 2, 3
1598, taiga, terralith:yellowstone, CREATURE, minecraft:fox, 8, 2, 4
1599, taiga, terralith:yellowstone, CREATURE, finsandtails:wherble, 5, 2, 6
1600, taiga, terralith:yellowstone, CREATURE, balloonbox:balloon, 5, 1, 1
1601, taiga, terralith:yellowstone, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1602, taiga, terralith:yellowstone, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1603, taiga, terralith:yellowstone, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1604, taiga, terralith:yellowstone, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1605, taiga, terralith:yellowstone, AMBIENT, minecraft:bat, 10, 8, 8
1606, taiga, terralith:yellowstone, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1607, none, terralith:cave/mantle_caves, MONSTER, minecraft:spider, 80, 4, 4
1608, none, terralith:cave/mantle_caves, MONSTER, minecraft:zombie, 80, 4, 4
1609, none, terralith:cave/mantle_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
1610, none, terralith:cave/mantle_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1611, none, terralith:cave/mantle_caves, MONSTER, minecraft:creeper, 80, 4, 4
1612, none, terralith:cave/mantle_caves, MONSTER, minecraft:slime, 80, 4, 4
1613, none, terralith:cave/mantle_caves, MONSTER, minecraft:enderman, 5, 1, 4
1614, none, terralith:cave/mantle_caves, MONSTER, minecraft:witch, 5, 1, 1
1615, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1616, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1617, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1618, none, terralith:cave/mantle_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1619, none, terralith:cave/mantle_caves, AMBIENT, minecraft:bat, 10, 8, 8
1620, none, terralith:cave/mantle_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1621, none, minecraft:deep_warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1622, none, minecraft:deep_warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1623, none, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1624, none, minecraft:deep_warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1625, none, minecraft:deep_warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1626, none, minecraft:deep_warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1627, none, minecraft:deep_warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1628, none, minecraft:deep_warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1629, none, minecraft:deep_warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1630, none, minecraft:deep_warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1631, none, minecraft:deep_warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1632, none, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1633, none, minecraft:deep_warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1634, none, minecraft:deep_warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1635, none, terralith:cave/frostfire_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1636, none, terralith:cave/frostfire_caves, CREATURE, finsandtails:wherble, 5, 2, 6
1637, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1638, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1639, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1640, none, terralith:cave/frostfire_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1641, none, terralith:cave/frostfire_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1642, none, terralith:cave/infested_caves, MONSTER, minecraft:spider, 80, 4, 4
1643, none, terralith:cave/infested_caves, MONSTER, minecraft:creeper, 50, 4, 4
1644, none, terralith:cave/infested_caves, MONSTER, minecraft:slime, 80, 4, 4
1645, none, terralith:cave/infested_caves, MONSTER, minecraft:cave_spider, 20, 1, 1
1646, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1647, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1648, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1649, none, terralith:cave/infested_caves, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1650, none, terralith:cave/infested_caves, AMBIENT, minecraft:bat, 10, 8, 8
1651, none, terralith:cave/infested_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1652, none, terralith:cold_shrubland, MONSTER, minecraft:spider, 80, 4, 4
1653, none, terralith:cold_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
1654, none, terralith:cold_shrubland, MONSTER, minecraft:zombie_villager, 5, 1, 1
1655, none, terralith:cold_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
1656, none, terralith:cold_shrubland, MONSTER, minecraft:slime, 80, 4, 4
1657, none, terralith:cold_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
1658, none, terralith:cold_shrubland, MONSTER, minecraft:witch, 5, 1, 1
1659, none, terralith:cold_shrubland, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1660, none, terralith:cold_shrubland, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1661, none, terralith:cold_shrubland, CREATURE, minecraft:horse, 5, 2, 6
1662, none, terralith:cold_shrubland, CREATURE, minecraft:donkey, 5, 1, 3
1663, none, terralith:cold_shrubland, CREATURE, finsandtails:wherble, 5, 2, 6
1664, none, terralith:cold_shrubland, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1665, none, terralith:cold_shrubland, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1666, none, terralith:cold_shrubland, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1667, none, terralith:cold_shrubland, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1668, none, terralith:cold_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1669, none, terralith:cold_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1670, none, terralith:snowy_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
1671, none, terralith:snowy_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
1672, none, terralith:snowy_maple_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1673, none, terralith:snowy_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1674, none, terralith:snowy_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
1675, none, terralith:snowy_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
1676, none, terralith:snowy_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
1677, none, terralith:snowy_maple_forest, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
1678, none, terralith:snowy_maple_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1679, none, terralith:snowy_maple_forest, CREATURE, minecraft:horse, 5, 2, 6
1680, none, terralith:snowy_maple_forest, CREATURE, minecraft:donkey, 5, 1, 3
1681, none, terralith:snowy_maple_forest, CREATURE, finsandtails:wherble, 5, 2, 6
1682, none, terralith:snowy_maple_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1683, none, terralith:snowy_maple_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1684, none, terralith:snowy_maple_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1685, none, terralith:snowy_maple_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1686, none, terralith:snowy_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
1687, none, terralith:snowy_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1688, swamp, terralith:orchid_swamp, MONSTER, minecraft:spider, 80, 4, 4
1689, swamp, terralith:orchid_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1690, swamp, terralith:orchid_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
1691, swamp, terralith:orchid_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1692, swamp, terralith:orchid_swamp, MONSTER, minecraft:slime, 80, 4, 4
1693, swamp, terralith:orchid_swamp, MONSTER, minecraft:enderman, 5, 1, 4
1694, swamp, terralith:orchid_swamp, MONSTER, minecraft:witch, 5, 1, 1
1695, swamp, terralith:orchid_swamp, MONSTER, minecraft:slime, 5, 1, 1
1696, swamp, terralith:orchid_swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
1697, swamp, terralith:orchid_swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1698, swamp, terralith:orchid_swamp, CREATURE, minecraft:frog, 25, 2, 5
1699, swamp, terralith:orchid_swamp, CREATURE, finsandtails:mudhorse, 5, 2, 3
1700, swamp, terralith:orchid_swamp, CREATURE, environmental:duck, 10, 3, 4
1701, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1702, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1703, swamp, terralith:orchid_swamp, CREATURE, environmental:slabfish, 16, 2, 4
1704, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1705, swamp, terralith:orchid_swamp, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1706, swamp, terralith:orchid_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1707, swamp, terralith:orchid_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1708, swamp, terralith:orchid_swamp, WATER_AMBIENT, finsandtails:swamp_mucker, 5, 2, 4
1709, swamp, terralith:orchid_swamp, WATER_AMBIENT, finsandtails:flatback_sucker, 5, 1, 1
1710, none, terralith:siberian_taiga, MONSTER, minecraft:spider, 80, 4, 4
1711, none, terralith:siberian_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1712, none, terralith:siberian_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1713, none, terralith:siberian_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1714, none, terralith:siberian_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1715, none, terralith:siberian_taiga, MONSTER, minecraft:slime, 80, 4, 4
1716, none, terralith:siberian_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1717, none, terralith:siberian_taiga, MONSTER, minecraft:witch, 5, 1, 1
1718, none, terralith:siberian_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1719, none, terralith:siberian_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1720, none, terralith:siberian_taiga, CREATURE, minecraft:fox, 8, 2, 4
1721, none, terralith:siberian_taiga, CREATURE, finsandtails:wherble, 5, 2, 6
1722, none, terralith:siberian_taiga, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1723, none, terralith:siberian_taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1724, none, terralith:siberian_taiga, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1725, none, terralith:siberian_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1726, none, terralith:siberian_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1727, none, terralith:siberian_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1728, none, terralith:savanna_slopes, MONSTER, minecraft:spider, 80, 4, 4
1729, none, terralith:savanna_slopes, MONSTER, minecraft:zombie, 80, 4, 4
1730, none, terralith:savanna_slopes, MONSTER, minecraft:zombie_villager, 5, 1, 1
1731, none, terralith:savanna_slopes, MONSTER, minecraft:skeleton, 80, 4, 4
1732, none, terralith:savanna_slopes, MONSTER, minecraft:creeper, 80, 4, 4
1733, none, terralith:savanna_slopes, MONSTER, minecraft:slime, 80, 4, 4
1734, none, terralith:savanna_slopes, MONSTER, minecraft:enderman, 5, 1, 4
1735, none, terralith:savanna_slopes, MONSTER, minecraft:witch, 5, 1, 1
1736, none, terralith:savanna_slopes, CREATURE, minecraft:horse, 5, 2, 6
1737, none, terralith:savanna_slopes, CREATURE, minecraft:donkey, 5, 1, 1
1738, none, terralith:savanna_slopes, CREATURE, minecraft:llama, 8, 4, 4
1739, none, terralith:savanna_slopes, CREATURE, ars_nouveau:drygmy, 5, 1, 2
1740, none, terralith:savanna_slopes, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
1741, none, terralith:savanna_slopes, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
1742, none, terralith:savanna_slopes, CREATURE, friendsandfoes:mauler, 32, 1, 1
1743, none, terralith:savanna_slopes, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
1744, none, terralith:savanna_slopes, AMBIENT, minecraft:bat, 10, 8, 8
1745, none, terralith:savanna_slopes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1746, forest, terralith:cloud_forest, MONSTER, minecraft:spider, 80, 4, 4
1747, forest, terralith:cloud_forest, MONSTER, minecraft:zombie, 80, 4, 4
1748, forest, terralith:cloud_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1749, forest, terralith:cloud_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1750, forest, terralith:cloud_forest, MONSTER, minecraft:slime, 80, 4, 4
1751, forest, terralith:cloud_forest, MONSTER, minecraft:enderman, 5, 1, 4
